English Word,IPA Pronunciation,German Translation,Gender,Word Type,Domains,Examples,Synonyms
labour director,lˈeɪbə daɪɹˈɛktə,"Arbeitsdirektor , Arbeitsdirektorin",masculine,,Br.,0,"labor director, worker director"
sweat equity,swˈɛt ˈɛkwɪti,"persönlicher Arbeitseinsatz , Muskelkapital",masculine,,Am.,1,
counter space,kˈaʊntə spˈeɪs,Arbeitsfläche,feminine,,Am.,1,work surface
industrial tribunal,ɪndˈʌstɹɪəl tɹaɪbjˈuːnəl,Arbeitsgericht,neuter,,"Br., jur.",0,"employment tribunal, labour court"
employment tribunal,ɛmplˈɔɪmənt tɹaɪbjˈuːnəl,Arbeitsgericht,neuter,,"Br., jur.",0,"industrial tribunal, labour court"
labour legislation,lˈeɪbə lˌɛdʒɪslˈeɪʃən,"Arbeitsgesetzgebung , Arbeitsgesetze",feminine,plural,Br.,0,labor legislation
labor legislation,lˈeɪbə lˌɛdʒɪslˈeɪʃən,"Arbeitsgesetzgebung , Arbeitsgesetze",feminine,plural,Am.,0,labour legislation
spike,spˈaɪk,Arbeitshaus,neuter,,"coll., Br., hist.",0,workhouse
labour dispute,lˈeɪbə dɪspjˈuːt,Arbeitskampf,masculine,,Br.,0,labor dispute
labor dispute,lˈeɪbə dɪspjˈuːt,Arbeitskampf,masculine,,Am.,0,labour dispute
overall,ˌəʊvəɹˈɔːl,"Arbeitskittel , Kittel",masculine,,"Br., textil.",0,"dust coat, smock"
cost of labour,kˈɒst ɒv lˈeɪbə,Arbeitskosten,,plural,Br.,0,labor costs
labor costs,lˈeɪbə kˈɒsts,Arbeitskosten,,plural,Am.,1,cost of labour
labour force,lˈeɪbə fˈɔːs,Arbeitskräfte,,plural,Br.,0,"workforce, human resources, workers"
labor force,lˈeɪbə fˈɔːs,Arbeitskräfte,,plural,Am.,0,"workforce, labour force, human resources"
labour,lˈeɪbə,Arbeitskräfte,,plural,Br.,0,"workforce, labour force, human resources"
labor,lˈeɪbə,Arbeitskräfte,,plural,Am.,0,"workforce, labour force, human resources"
dungarees,dˌʌŋɡɐɹˈiːz,"Arbeitslatzhose , Arbeitshose , Latzhose , Blaumann",masculine,,"Br., textil., pair of",0,"work trousers, bib-and-brace trousers, bib-and-brace overalls"
bib-and-brace trousers,bˈɪb and bɹˈeɪs tɹˈaʊsəz,"Arbeitslatzhose , Arbeitshose , Latzhose , Blaumann",masculine,,"Br., textil.",0,"work trousers, dungarees, bib-and-brace overalls"
work trousers,wˈɜːk tɹˈaʊsəz,"Arbeitslatzhose , Arbeitshose , Latzhose , Blaumann",masculine,,"Br., textil.",0,"bib-and-brace trousers, dungarees, bib-and-brace overalls"
overalls,ˌəʊvəɹˈɔːlz,"Arbeitslatzhose , Arbeitshose , Latzhose , Blaumann",masculine,,"pair of, textil., Am.",0,"work trousers, bib-and-brace trousers, dungarees"
bib-and-brace overalls,bˈɪb and bɹˈeɪs ˌəʊvəɹˈɔːlz,"Arbeitslatzhose , Arbeitshose , Latzhose , Blaumann",masculine,,"textil., Am.",0,"work trousers, bib-and-brace trousers, dungarees"
indirect labour costs,ɪndaɪɹˈɛkt lˈeɪbə kˈɒsts,"indirekte Löhne, nicht direkt zurechenbare Löhne, Gemeinkostenlöhne , Hilfslöhne",,plural,Br.,0,"overhead labor costs, indirect labor costs, indirect wages"
indirect labor costs,ɪndaɪɹˈɛkt lˈeɪbə kˈɒsts,"indirekte Löhne, nicht direkt zurechenbare Löhne, Gemeinkostenlöhne , Hilfslöhne",,plural,Am.,0,"overhead labor costs, indirect labour costs, indirect wages"
overhead labour costs,ˌəʊvəhˈɛd lˈeɪbə kˈɒsts,"indirekte Löhne, nicht direkt zurechenbare Löhne, Gemeinkostenlöhne , Hilfslöhne",,plural,Br.,0,"overhead labor costs, indirect labour costs, indirect wages"
overhead labor costs,ˌəʊvəhˈɛd lˈeɪbə kˈɒsts,"indirekte Löhne, nicht direkt zurechenbare Löhne, Gemeinkostenlöhne , Hilfslöhne",,plural,Am.,0,"indirect labour costs, indirect wages, overhead labour costs"
dole,dˈəʊl,"Arbeitslosenunterstützung , Arbeitslosengeld",feminine,,Br.,1,
labour market,lˈeɪbə mˈɑːkɪt,Arbeitsmarkt,masculine,,Br.,2,"labor market, job market"
labor market,lˈeɪbə mˈɑːkɪt,Arbeitsmarkt,masculine,,Am.,0,"labour market, job market"
labour market policy,lˈeɪbə mˈɑːkɪt pˈɒlɪsi,Arbeitsmarktpolitik,feminine,,Br.,0,labor market policy
labor market policy,lˈeɪbə mˈɑːkɪt pˈɒlɪsi,Arbeitsmarktpolitik,feminine,,Am.,0,labour market policy
galley slaves,ɡˈalɪ slˈeɪvz,reine Arbeitsmaschinen,,plural,fig.,1,
occupational medicine,ˌɒkjʊpˈeɪʃənəl mˈɛdsən,"Arbeitsmedizin , Betriebsmedizin",feminine,,"med., Br.",0,"industrial medicine, occupational medicine and health care"
industrial medicine,ɪndˈʌstɹɪəl mˈɛdsən,"Arbeitsmedizin , Betriebsmedizin",feminine,,"med., Am.",0,"occupational medicine and health care, occupational medicine"
labour migration,lˈeɪbə maɪɡɹˈeɪʃən,Arbeitsmigration,feminine,,"Br., soc.",0,labor migration
labor migration,lˈeɪbə maɪɡɹˈeɪʃən,Arbeitsmigration,feminine,,"soc., Am.",0,labour migration
Secretary of Employment,sˈɛkɹətɹi ɒv ɛmplˈɔɪmənt,"Arbeitsminister , Arbeitsministerin",masculine,,"Br., pol.",0,"Secretary of Labor, minister for employment"
Secretary of Labor,sˈɛkɹətɹi ɒv lˈeɪbə,"Arbeitsminister , Arbeitsministerin",masculine,,"pol., Am.",0,"Secretary of Employment, minister for employment"
Department of Employment,dɪpˈɑːtmənt ɒv ɛmplˈɔɪmənt,Arbeitsministerium,neuter,,"Br., pol.",0,"Department of Labor, ministry for employment"
Department of Labor,dɪpˈɑːtmənt ɒv lˈeɪbə,Arbeitsministerium,neuter,,"pol., Am.",0,"ministry for employment, Department of Employment"
labour demand,lˈeɪbə dɪmˈand,Arbeitsnachfrage,feminine,,"Br., econ.",0,labor demand
labor demand,lˈeɪbə dɪmˈand,Arbeitsnachfrage,feminine,,"econ., Am.",0,labour demand
work rules,wˈɜːk ɹˈuːlz,"Arbeitsordnung , Betriebsordnung",feminine,,Am.,0,work regulations
labor organization,lˈeɪbəɹ ˌɔːɡɐnaɪzˈeɪʃən,Arbeitsorganisation,feminine,,eAm.,0,labour organisation
labour organisation,lˈeɪbəɹ ˌɔːɡɐnaɪzˈeɪʃən,Arbeitsorganisation,feminine,,Br.,0,labor organization
routing,ɹˈaʊtɪŋ,Arbeitsplan,masculine,,Am.,0,
work disc,wˈɜːk dˈɪsk,Arbeitsplatte,feminine,,Br.,0,work disk
work disk,wˈɜːk dˈɪsk,Arbeitsplatte,feminine,,Am.,0,work disc
worktop,wˈɜːktɒp,Arbeitsplatte,feminine,,Br.,0,"countertop, counter"
countertop,kˈaʊntətˌɒp,Arbeitsplatte,feminine,,Am.,0,"counter, worktop"
counter,kˈaʊntə,Arbeitsplatte,feminine,,Am.,0,"countertop, worktop"
discless workstation,dˈɪskləs wˈɜːkstˌeɪʃən,Arbeitsplatzrechner ohne (eigene) Laufwerke,,,Br.,0,diskless workstation
diskless workstation,dˈɪskləs wˈɜːkstˌeɪʃən,Arbeitsplatzrechner ohne (eigene) Laufwerke,,,Am.,0,discless workstation
job hopping,dʒˈɒb hˈɒpɪŋ,häufiger Arbeitsplatzwechsel,,,coll.,0,
job hopper,dʒˈɒb hˈɒpə,"jemand, der häufig den Arbeitsplatz wechselt",,,coll.,0,
labour law,lˈeɪbə lˈɔː,Arbeitsrecht,neuter,,"Br., jur.",0,"industrial law, law of master and servant, employment law"
labor law,lˈeɪbə lˈɔː,Arbeitsrecht,neuter,,"jur., Am.",1,"industrial law, law of master and servant, employment law"
industrial law,ɪndˈʌstɹɪəl lˈɔː,Arbeitsrecht,neuter,,"Br., jur.",0,"law of master and servant, employment law, labor law"
law of master and servant,lˈɔː ɒv mˈastə and sˈɜːvənt,Arbeitsrecht,neuter,,"former name, jur.",0,"industrial law, employment law, labor law"
bunnies,bˈʌnɪz,"feste, halbhohe Arbeitsschuhe",,,Austr.,0,
safety representative,sˈeɪfti ɹˌɛpɹɪzˈɛntətˌɪv,"Arbeitsschutzbeauftragte , Arbeitsschutzbeauftragter",,,health and,0,occupational health and safety officer
situation,sˌɪtʃuːˈeɪʃən,"Arbeitsstelle , Arbeitsplatz , Arbeit , Stelle , Posten , Anstellung , Stellung",masculine,,"veraltend, formal",0,"position of employment, position, appointment"
working day,wˈɜːkɪŋ dˈeɪ,"Arbeitstag , Werktag",masculine,,Br.,3,workday
workday,wˈɜːkdeɪ,"Arbeitstag , Werktag",masculine,,Am.,1,working day
working day,wˈɜːkɪŋ dˈeɪ,Arbeitstag,masculine,,Br.,2,workday
workday,wˈɜːkdeɪ,Arbeitstag,masculine,,Am.,2,working day
grafter,ɡɹˈaftə,"Arbeitstier , Malocher   , Wühler",masculine,,"Dt., Br.",0,"toiler, hard worker, workhorse"
railway gang,ɹˈeɪlweɪ ɡˈaŋ,Gleisbaurotte,feminine,,Br.,0,railroad gang
railroad gang,ɹˈeɪlɹəʊd ɡˈaŋ,Gleisbaurotte,feminine,,Am.,0,railway gang
stock arbitrage,stˈɒk ˈɑːbɪtɹɪdʒ,"Effektenarbitrage , Wertpapierarbitrage",feminine,,Am.,0,
arbitrageur,ˌɑːbɪtɹɐdʒjˈʊə,"Arbitragehändler , Arbitrageur",masculine,,"Br., fin.",0,"arbitragist, arbitrage dealer, arbitrager"
arbitragist,ˈɑːbɪtɹˌadʒɪst,"Arbitragehändler , Arbitrageur",masculine,,"fin., rare",0,"arbitrageur, arbitrage dealer, arbitrager"
arbitrage shares,stock,Arbitragewerte,,plural,"fin., Am.",0,
archaeologist,ˌɑːkiːˈɒlədʒˌɪst,"Archäologe , Archäologin",masculine,,Br.,0,archeologist
archeologist,ˌɑːkɪˈɒlədʒˌɪst,"Archäologe , Archäologin",masculine,,Am.,0,archaeologist
Archaean,ɑːkˈiən,"Archaikum , Azoikum",neuter,,"Br., geol.",0,"Archeozoic, Archaeozoic, Archean"
Archean,ˈɑːkiən,"Archaikum , Azoikum",neuter,,"geol., Am.",0,"Archaean, Archaeozoic, Archeozoic"
Archaeozoic,ˌɑːkiːəzˈəʊɪk,"Archaikum , Azoikum",neuter,,"Br., geol.",0,"Archeozoic, Archaean, Archean"
Archeozoic,ˌɑːkɪəzˈəʊɪk,"Archaikum , Azoikum",neuter,,"geol., Am.",0,"Archaean, Archaeozoic, Archean"
algorism,ˈalɡəɹˌɪzəm,"Arithmetik , Rechnen mit (natürlichen) Zahlen",feminine,,"math., rare",0,arithmetic
clock arithmetic,klˈɒk ɐɹˈɪθmətˌɪk,modulare Arithmetik,,,coll.,0,modular arithmetic
the long,strong arm of the law,der lange Arm des Gesetzes,,,"übtr., fig.",0,
have on sb.,hav ˌɒn ˌɛsbˈiː,"jdn. zum Besten/Narren halten, auf den Arm nehmen, hochnehmen, anführen, aufziehen, verschaukeln, verladen, veräppeln, verhohnepipeln, vergackeiern, verkohlen, pflanzen",,,"Br., Ös.",0,"yank sb.'s chain, put on sb., pull sb.'s chain"
put on sb.,pˌʊt ˌɒn ˌɛsbˈiː,"jdn. zum Besten/Narren halten, auf den Arm nehmen, hochnehmen, anführen, aufziehen, verschaukeln, verladen, veräppeln, verhohnepipeln, vergackeiern, verkohlen, pflanzen",,,"Ös., Am.",0,"yank sb.'s chain, pull sb.'s chain, have on sb."
pull sb.'s chain,pˈʊl ˌɛsbˈiː ˈɛs tʃˈeɪn,"jdn. zum Besten/Narren halten, auf den Arm nehmen, hochnehmen, anführen, aufziehen, verschaukeln, verladen, veräppeln, verhohnepipeln, vergackeiern, verkohlen, pflanzen",,,"Ös., Am.",0,"yank sb.'s chain, put on sb., have on sb."
yank sb.'s chain,jˈaŋk ˌɛsbˈiː ˈɛs tʃˈeɪn,"jdn. zum Besten/Narren halten, auf den Arm nehmen, hochnehmen, anführen, aufziehen, verschaukeln, verladen, veräppeln, verhohnepipeln, vergackeiern, verkohlen, pflanzen",,,"Ös., Am.",0,"put on sb., have on sb., pull sb.'s leg"
dash,dˈaʃ,Armaturenbrett,neuter,,"coll., auto",0,"fascia, car dashboard, dashboard"
fascia,fˈeɪʃiə,Armaturenbrett,neuter,,"Br., auto",0,"dash, car dashboard, dashboard"
facia,fˈeɪʃə,Armaturenbrett,neuter,,"Br., auto",0,"fascia, dash, car dashboard"
pauper,pˈɔːpə,"Armer , armer Schlucker",masculine,,"dated, veraltet, soc.",0,poor man
the labouring poor,ðə lˈeɪbəɹɪŋ pˈʊə,"Erwerbsarme, erwerbstätige Arme, Arme trotz Erwerbstätigkeit",,,Br.,0,"the laboring poor, the working poor"
the laboring poor,ðə lˈeɪbəɹɪŋ pˈʊə,"Erwerbsarme, erwerbstätige Arme, Arme trotz Erwerbstätigkeit",,,Am.,0,"the labouring poor, the working poor"
Poor laws,pˈʊə lˈɔːz,"Armengesetze , Armengesetzgebung",feminine,plural,"Br., hist., jur.",0,
want,wˈɒnt,Armut,feminine,,"formal, soc.",1,poverty
breadline,bɹˈɛdlaɪn,Armutsgrenze,feminine,,"coll., Br.",0,"poverty line, poverty level"
poorface,pˈʊəfeɪs,"Armut-Spielen , Armsein für einen Tag",neuter,,"pej., soc.",0,performance poverty
bullpen,bˈʊlpɛn,Arrestzelle,feminine,,"coll., Am.",0,detention cell
arse,ˈɑːs,Arsch,masculine,,"vulg., Br., slang",2,"wazoo, ass"
ass,ˈas,Arsch,masculine,,"vulg., slang, Am.",3,"wazoo, arse"
wazoo,wɑːzˈuː,Arsch,masculine,,"vulg., slang, Am.",0,"ass, arse"
in the boondocks,ɪnðə bˈuːndɒks,am Arsch der Welt,,,"coll., ugs.",0,"at the back of beyond, out in the sticks"
Get stuffed!,ɡɛt stˈʌft,"Du kannst mich mal (am Arsch lecken)!, Leck mich am Arsch!LMAA,  /ˈɛlmˈɑː/ , Du kannst mich kreuzweise!, Geh scheißen!",,,"Br., Ös.",0,"Fuck off and die!, Eat shit and die!"
Bugger me! Did you see that?,bˈʌɡə mˌiː dˈɪd juː sˈiː ðˈat,Ja leck mich am Arsch! Hast du das gesehen?,,,"vulg., Br.",0,
arse bandit,ˈɑːs bˈandɪt,"Arschficker , Arschpirat",masculine,,"vulg., Br.",0,"fudge packer, arse-fucker, bum-fucker"
bum-fucker,bˈʌm fˈʌkə,"Arschficker , Arschpirat",masculine,,"vulg., Br.",0,"fudge packer, arse-fucker, butt-fucker"
butt-fucker,bˈʌt fˈʌkə,"Arschficker , Arschpirat",masculine,,"vulg., Am.",0,"fudge packer, arse-fucker, bum-fucker"
fudge packer,fˈʌdʒ pˈakə,"Arschficker , Arschpirat",masculine,,vulg.,0,"arse-fucker, butt-fucker, bum-fucker"
shitface,ʃˈɪtfeɪs,Arschgesicht,neuter,,"vulg., slang",0,butthead
brownnoser,bɹˈaʊnəʊzə,Arschlecker,masculine,,"vulg., slang",0,"bumlicker, ass kisser, arselicker"
arsehole,ˈɑːsɪhˌəʊl,"Arschloch , Arschgeige , Affenarsch , Arsch , Scheißkerl , Wichser , blöde Sau",masculine,,"vulg., Br.",0,"twat, shithead, motherfucker"
twat,twˈɒt,"Arschloch , Arschgeige , Affenarsch , Arsch , Scheißkerl , Wichser , blöde Sau",masculine,,"vulg., Br.",0,"shithead, motherfucker, arsehole"
asshole,ˈashəʊl,"Arschloch , Arschgeige , Affenarsch , Arsch , Scheißkerl , Wichser , blöde Sau",masculine,,"vulg., Am.",0,"twat, shithead, motherfucker"
dipshit,dˈɪpʃɪt,"Arschloch , Arschgeige , Affenarsch , Arsch , Scheißkerl , Wichser , blöde Sau",masculine,,"vulg., Am.",0,"twat, shithead, motherfucker"
motherfucker,mˈʌðəfˌʌkə,"Arschloch , Arschgeige , Affenarsch , Arsch , Scheißkerl , Wichser , blöde Sau",masculine,,"vulg., Am.",0,"twat, shithead, arsehole"
ass antlers,ˈas ˈantləz,"Arschgeweih   , Rückentätowierung in der Steißgegend",neuter,,"coll., ugs.",0,"tramp stamp, lower back tattoo"
ass-kisser,ˈas kˈɪsə,"Arschkriecher , Schleimscheißer",masculine,,"vulg., Am.",1,"arse-licker, kiss-ass"
kiss-ass,kˈɪs ˈas,"Arschkriecher , Schleimscheißer",masculine,,"vulg., Am.",1,"arse-licker, ass-kisser"
kiss ass,kˈɪs ˈas,ein Arschkriecher sein,,,Am.,0,
bumsucking,bˈʌmsʌkɪŋ,Arschkriecherei,feminine,,"coll., Br., ugs.",0,
armoury,ˈɑːmɜːɹi,"Arsenal , Vorrat",masculine,,"Br., übtr.",1,"arsenal, armory"
armory,ˈɑːməɹi,"Arsenal , Vorrat",masculine,,"übtr., fig., Am.",0,"arsenal, armoury"
wise,wˈaɪz,"Art und Weise , Art , Weise",feminine,,archaic,0,"style, way, fashion"
strand,stɹˈand,"Art , Linie , Richtung , Strömung",feminine,,"übtr., fig.",7,"line, strain"
and stuff,and stˈʌf,"und so was in der Art, und so was, und Co.",,,"coll., ugs.",1,
of sorts,ɒv sˈɔːts,"eine Art von, so etwas wie",,,coll.,1,
artefact,ˈɑːtɪfˌakt,"Artefakt , Verfälschungseffekt",masculine,,"Br., sci.",0,artifact
artifact,ˈɑːtɪfˌakt,"Artefakt , Verfälschungseffekt",masculine,,"sci., Am.",0,artefact
artefact,ˈɑːtɪfˌakt,"Artefakt , vom Menschen geschaffener Gegenstand",neuter,,Br.,0,artifact
artifact,ˈɑːtɪfˌakt,"Artefakt , vom Menschen geschaffener Gegenstand",neuter,,Am.,1,artefact
bombshell,bˈɒmʃɛl,"Artilleriegeschoss , Artilleriegranate , Granate",feminine,,"dated, mil.",0,"artillery shell, shell"
curtain fire,kˈɜːtən fˈaɪə,"Artillerietrommelfeuer , Trommelfeuer , Artilleriesperrfeuer , Sperrfeuer",neuter,,"Br., mil.",0,"barrage fire, curtain of fire, artillery barrage"
curtain of fire,kˈɜːtən ɒv fˈaɪə,"Artillerietrommelfeuer , Trommelfeuer , Artilleriesperrfeuer , Sperrfeuer",neuter,,"mil., Am.",0,"barrage fire, artillery barrage, curtain fire"
hybridization of species,hˌaɪbɹɪdaɪzˈeɪʃən ɒv spˈiːsiːz,Artkreuzung,feminine,,"biol., eAm.",0,hybridisation of species
hybridisation of species,hˌaɪbɹɪdaɪzˈeɪʃən ɒv spˈiːsiːz,Artkreuzung,feminine,,"biol., Br.",0,hybridization of species
drug,dɹˈʌɡ,"Arzneimittel   , Arznei   , Medikament , Medizin",feminine,,"medicinal, pharm., geh.",8,"medicament, medicine, medication"
medicament,mˈɛdɪkəmənt,"Arzneimittel   , Arznei   , Medikament , Medizin",feminine,,"pharm., geh., formal",0,"medicine, medication, drug"
adverse drug reaction,advˈɜːs dɹˈʌɡ ɹɪˈakʃən,unerwünschte Arzneimittelwirkung,feminine,,"Br., pharm.",0,adverse drug event
adverse drug event,advˈɜːs dɹˈʌɡ ɪvˈɛnt,unerwünschte Arzneimittelwirkung,feminine,,"pharm., Am.",0,adverse drug reaction
medic,mˈɛdɪk,"Arzt , Doktor",masculine,,"coll., ugs.",2,"doctor, medical doctor, physician"
lady doctor,lˈeɪdi dˈɒktə,"Ärztin , Frau Doktor",feminine,,rare,0,female doctor
railroad doctor,ɹˈeɪlɹəʊd dˈɒktə,Bahnarzt,masculine,,Am.,0,railway doctor
foundation house officer,faʊndˈeɪʃən hˈaʊs ˈɒfɪsə,Arzt im Praktikum,,,Br.,0,"resident, resident physician, house officer"
house officer,hˈaʊs ˈɒfɪsə,Arzt im Praktikum,,,Br.,2,"resident, resident physician, foundation house officer"
houseman,hˈaʊsmən,Arzt im Praktikum,,,Br.,0,"resident, resident physician, house officer"
resident physician,ɹˈɛzɪdənt fɪzˈɪʃən,Arzt im Praktikum,,,Am.,0,"resident, house officer, foundation house officer"
resident,ɹˈɛzɪdənt,Arzt im Praktikum,,,Am.,1,"resident physician, house officer, foundation house officer"
intern,ˈɪntɜːn,"Arzt im ersten Praktikumsjahr, Turnusarzt im ersten Jahr",,,"Ös., Am.",0,
